Time_Closeness,Semantic_Similarity,Emotional_Alignment,Linked,story_id,Source_ID,Target_ID
3.0358217863321836e-07,0.8756748115512731,0.8716802459807306,1,D,350,351
1.5195718575899803e-07,0.8702644916877973,0.8304329768718128,1,A,74,77
8.074928880063889e-07,0.896359243271573,0.8885082158868423,1,A,34,35
7.22532859168736e-08,0.8683882409904711,0.8672954775279771,0,D,382,397
1.88228204336247e-08,0.891964094740615,0.8834950162416727,0,A,32,70
1.2554926232903173e-07,0.8295658431741812,0.861119842131614,1,A,19,27
6.934908896552595e-09,0.9224183457016966,0.8541377188051076,0,E,465,473
2.0691077862388194e-07,0.8666823551410552,0.8645225939044032,1,A,94,98
2.9193662289466254e-07,0.8912983613162448,0.8543185233149876,1,C,252,260
7.529383362100221e-09,0.9345808572953898,0.8549244910114709,1,E,475,485
5.1858072131570564e-08,0.8869679559062058,0.8509572144132895,0,D,372,397
6.414450062576168e-08,0.866191430497548,0.8530903199823823,1,D,363,370
3.114099677970952e-07,0.8402490452893729,0.8179012219954516,1,B,169,172
3.304910005648091e-07,0.9053175137350936,0.959987929314871,1,D,393,395
1.8492936280868203e-08,0.9275276526263938,0.8462039432355533,1,E,485,490
3.0474788055467774e-07,0.7971611338644509,0.8323838304186228,1,C,265,272
1.392718671803199e-07,0.8007041654968654,0.8240915227387894,1,C,213,218
1.9453587252188778e-08,0.9384972860497314,1.0,0,B,102,159
7.61034428436508e-07,0.9395450667062595,0.929278098111594,1,D,332,335
9.533997190006873e-09,0.9481985772615673,0.8538450327110385,1,E,449,456
2.2675685542663167e-06,0.8199107038635443,0.8128264956677282,1,D,300,301
1.1088932014977598e-07,0.8377152371772927,0.8506933586577747,1,C,275,279
3.2075945574818585e-07,0.8555733458388435,0.8407634840066283,1,D,318,322
8.846425261285805e-08,0.8985424926919108,0.8629457749510363,0,D,316,332
9.983027854344828e-08,0.8658032517174233,0.8193541438724702,1,D,349,354
5.241087399849371e-07,0.8775636788020846,0.9057056692086265,0,D,383,387
3.0795753019292615e-07,0.8769411233960775,0.8747118025855394,1,A,51,57
1.1627609391066631e-08,0.8730395449692405,0.8343861961674608,0,D,326,399
1.3006099691676101e-08,0.8628311934566582,0.7979232552915451,0,D,333,394
1.036097631106784e-08,0.8839606051512574,0.8164321480507,0,A,9,78
1.2355013759099298e-08,0.8141889383173313,0.7625650657928049,0,A,22,79
2.275934219219486e-08,0.8196641652541503,0.786327479355035,0,C,230,266
1.2473181101484172e-07,0.8679336047257964,0.833741280623904,1,C,280,285
3.7664641564438553e-06,0.9128125205483673,1.0,1,C,201,202
3.399296673960549e-09,0.9281680012536915,0.84081587013349,0,E,450,469
2.059497223057354e-09,0.9263288817778929,0.8430797988538092,0,E,450,482
1.289919776148354e-08,0.8107555556549674,0.835645573183257,0,D,313,369
5.167955985552462e-07,0.826144419233078,0.8163876855056571,1,C,200,204
5.250994932264791e-07,0.8871801738246465,0.8098590806573036,1,E,409,410
5.411606521440433e-08,0.8675501168665851,0.8498123321140129,1,A,64,74
2.7917286663074644e-06,0.9500714024577976,0.8500721285018583,0,B,176,177
1.0447584879339954e-08,0.946917479984942,0.891765528463095,1,E,464,470
3.171160100108451e-08,0.8383579703293698,0.8769104675425732,0,A,1,31
1.2860065766376328e-06,0.8968166640086466,0.8248835358848692,1,D,380,382
3.584216544026724e-06,0.8206928567827664,0.902521769524055,0,C,239,240
2.2517653333566315e-08,0.9089837793092623,0.86846873559077,1,E,487,491
1.1676239821091983e-07,0.877077037427509,0.8654409296885736,1,B,131,137
9.123920263871073e-08,0.9076607128632301,0.7747685409141989,1,B,187,194
1.3603219392314264e-07,0.8639482631632104,0.8453905552554875,1,E,400,403
6.111718548026801e-07,0.8873804750829866,0.85260222587592,1,A,71,72
2.504984857241289e-08,0.8427219123441455,0.8225711047185607,0,A,24,47
2.0900475676015957e-08,0.9099558733191583,0.8151766627842676,0,B,111,164
2.4778854853201752e-09,0.9276953712441172,0.8479564453417021,0,E,469,498
1.0759907607255754e-08,0.8655815470422242,0.8626584134770983,0,C,212,290
3.070385423332921e-08,0.9357506434624867,0.917492125276903,0,E,446,448
1.6768954494255878e-07,0.8190031984246418,0.7979079760811891,1,C,217,221
6.906458443390626e-08,0.793508029080918,0.7767570527809982,0,A,41,57
7.221196760129196e-09,0.8962149499369174,0.8943246926907256,0,A,0,89
2.7112173173258363e-08,0.7859833915113382,0.7610451203207891,0,A,28,53
1.5818329397442975e-08,0.8362501623238348,0.7761654629250119,0,A,5,54
4.776915650656515e-07,0.8402803390772965,0.867829063581895,1,D,373,377
8.14716982392581e-08,0.8749675335298079,0.8197679394482342,1,B,186,194
3.843079234955142e-08,0.80931665727312,0.7847219871138751,0,A,54,74
7.999935360522287e-08,0.8300459916947242,0.7960569805339489,1,A,14,21
1.3811544050379761e-08,0.8539208180392774,0.7909599218302329,0,A,56,92
7.665478458736894e-09,0.956912148689623,0.9622822923522617,0,E,449,458
1.4842518650737874e-07,0.7754897882410614,0.7700201179579282,1,A,43,48
3.1791437993502466e-07,0.8412541919119398,0.806972712492461,1,C,217,219
7.095212788979148e-07,0.8970872572526516,0.8717681020133614,1,C,200,201
6.263305609854935e-07,0.9054984224093909,0.8143286179038953,1,D,325,331
2.7348407027763912e-08,0.8458754145777512,0.7933800947883636,0,D,307,342
4.56721086963303e-08,0.8353321943064803,0.8259844103351373,1,A,82,91
7.829136302992586e-08,0.9293708617291634,0.8000367082670874,0,D,308,313
1.477737660484157e-07,0.8653014368610287,0.935380709433882,0,C,275,278
1.4787330075407502e-09,0.8848339927783352,0.8725089382118218,0,E,403,468
1.303631378621079e-08,0.8574825464889214,0.7994030378263486,0,B,111,196
1.2391251127402494e-08,0.9582201516397005,0.840043486525528,1,E,479,486
4.30997142057951e-07,0.8447307412396706,0.8993179526683495,1,D,381,386
6.583191361325633e-08,0.8059371229811013,0.7847700854806864,0,D,347,353
2.701460760877229e-07,0.850069904571046,0.7982136869393455,1,C,252,261
2.5437524790457754e-08,0.9333269598881009,0.8571053015864296,1,E,425,430
8.989571288244221e-08,0.8604029285807522,0.9216185450405676,0,C,282,290
4.0326318959971326e-08,0.7623025154374307,0.7574793907613933,0,C,240,261
9.5669967695122e-08,0.8405498895126065,0.8324265336168526,1,A,66,72
5.7003439758565354e-08,0.947986954783977,0.8327456713994893,1,E,431,433
2.8878029915386506e-08,0.8320268246093331,0.8328665857865367,0,D,305,328
9.042980472316679e-08,0.8115317794782765,0.8871753348275145,1,C,271,278
7.97982636057436e-08,0.8973684253171674,0.8714015248293199,1,D,307,312
2.9544540477660176e-08,0.8754071736305398,0.8486936231708659,0,B,117,135
1.9490099623839127e-08,0.9515736304763928,0.8933471726480093,1,E,478,482
1.0216362012537907e-08,0.9277806286994346,0.851417143137116,1,E,474,481
6.717315178329168e-09,0.9319912918920605,0.8265613223000025,1,E,441,451
2.8575020043233434e-08,0.8735228711630377,0.7808663286955864,0,B,118,138
2.2588145154131338e-07,0.824527894874172,0.8630607320059593,1,C,216,219
3.38464443007174e-08,0.9346068878211973,0.8639276215817407,0,B,133,186
1.1865825033347923e-09,0.9146237759536777,0.8650970967490819,0,E,424,488
7.098843804210765e-08,0.8293811004620205,0.8317305456997063,1,D,309,314
1.9170308657880747e-08,0.8800074400285858,0.8330436498893098,0,B,107,166
1.9058505992280162e-07,0.8675843167261479,0.8365421936344938,1,C,286,290
3.037482442212428e-08,0.8221791940526382,0.7616815540039861,0,A,29,45
1.5944995887068036e-08,0.8642656706584235,0.8125567792498676,0,A,4,47
4.0616722692697e-08,0.8994051636246088,0.8275985293586183,0,B,169,193
1.241742258761454e-07,0.8688764451612931,0.83180599818854,0,A,69,74
3.967842997340977e-09,0.8977185984538741,0.854454874998134,0,E,410,442
5.0413364381244e-07,0.934523065208174,0.7934797377594052,1,B,198,199
2.833527349673511e-08,0.7941579470284605,0.8145131334071729,0,D,304,327
2.104376661536898e-07,0.8089688855345634,0.8025815366389635,0,D,334,345
3.4940478894203726e-06,0.9143375456508356,0.8433527244395489,1,D,375,376
5.1694010127166747e-08,0.8221343963386567,0.8561851932889469,1,A,37,43
2.4459804603829316e-08,0.7583690278298394,0.7489033070732055,0,D,353,374
1.6725036766230197e-08,0.7878035146771258,0.8276911852138593,0,B,100,175
4.8427085830859394e-08,0.7777739392965002,0.8017239662920588,1,D,348,357
1.3113550059488965e-08,0.8942152718239111,0.8125704492974631,0,D,315,372
1.3382043794317398e-08,0.7692053239768895,0.8550855238766826,0,C,202,278
1.3442513409320483e-09,0.9048794941507619,0.9103290534116106,0,E,438,490
2.0345548386892007e-08,0.7791315844411645,0.8100837760046327,0,C,218,262
2.9347881273733263e-07,0.8326921890512602,0.8153708356069994,1,D,318,323
1.3617892636289334e-08,0.871802940071868,0.8080078962032694,0,B,119,199
2.179674919359112e-08,0.9258970663767381,0.8349362550020355,1,E,448,451
1.9984008796161312e-07,0.875334657087015,0.8644302674863679,1,D,319,329
1.4896247413322497e-08,0.8463535176557766,0.8974926390057865,0,D,335,381
1.0561881535824318e-06,0.8279301273993334,0.8178638715933008,1,C,222,226
3.2420374506549746e-08,0.8874331139271825,0.8229488333000649,0,B,113,132
6.524433579667673e-08,0.8635866718054002,0.8178638715933008,0,C,237,248
7.053151086586239e-09,0.9337726480136929,0.9683507335587056,1,E,486,496
1.6733573069656845e-06,0.931596838929812,0.8548172183005522,1,B,176,178
1.0335916244349742e-07,0.7453324478882136,0.82820780008299,0,C,203,218
1.4431888492994927e-08,0.9360423385177951,0.8422392375848935,1,E,416,425
1.9424339874978346e-08,0.841880257928155,0.7990345952787731,0,C,215,258
3.561240878771799e-06,0.9216558846263022,0.8377256340024462,1,B,102,103
1.2158438903133242e-08,0.8853070130955731,0.8000829819700589,0,C,218,287
2.6916444090104413e-07,0.8280065728003998,0.8060274446246314,1,C,226,231
2.3331886211977513e-08,0.7978023876563423,0.8283910232648215,0,C,218,251
2.330184316810499e-09,0.9305639024909896,0.964396477717921,0,E,460,489
8.304261497872863e-07,0.9418607253700353,0.9539511007966617,1,D,357,358
3.806739306612333e-08,0.8732136273960244,0.8519256169123683,0,B,124,144
1.8960936867474997e-07,0.9191831720971249,0.8154404215095359,1,B,112,119
1.2377034012374137e-08,0.7985301109856353,0.8112540797377836,0,D,302,363
2.8086723939241675e-07,0.8779782592044776,0.8040582985592768,1,A,89,96
7.705341573939302e-07,0.9110585017569208,0.7463363446352171,0,B,163,167
9.890608876762123e-08,0.8950043481681869,0.8042159726110645,0,B,181,188
1.0307152101922068e-07,0.8612417053335315,0.8276699427817683,1,D,350,356
3.1246084475039223e-07,0.8074398651471449,0.8031644513430702,1,C,267,274
1.5350230631842664e-08,0.9581259948795058,0.8917768962384438,0,E,452,456
5.339313079218694e-08,0.830318071934223,0.8020546854290695,0,D,313,326
1.281735761431343e-08,0.8211279839540214,0.8242401096437766,0,D,307,363
6.772259694677683e-09,0.9774619937261035,0.8224417844869053,0,E,463,472
1.2318304849491195e-08,0.8268630870047173,0.9174280608666866,0,C,231,298
3.2163233815034583e-08,0.8621161350098973,0.7878242585158759,0,C,265,287
9.542103007555408e-09,0.9450057564047587,0.8677239991658703,0,E,472,479
2.4473812421101018e-08,0.8068583172876759,0.8917848221652116,0,C,236,276
6.444955887499428e-07,0.8841115550593249,0.8550665306636387,1,D,375,379
1.1045281112952567e-08,0.9397547997918207,0.9567267282995255,1,E,450,456
4.018484869661046e-08,0.7893208804173941,0.798553304162245,0,C,241,262
1.2534532480301575e-08,0.8256881760463549,0.8471254129034265,0,A,42,88
2.143429698860345e-08,0.8760678990816396,0.835276877261127,0,B,117,168
1.011939878627931e-06,0.9012955662394511,0.8167392471438734,0,D,375,378
7.414326896634867e-08,0.8687636462136044,0.8082396852924576,1,C,232,242
8.936215004117674e-09,0.9467601566553903,0.8920177042625861,1,E,451,459
1.7857777446019956e-07,0.855527358128183,0.8232276354608974,1,C,280,283
7.447824211626767e-09,0.8915889004418717,0.860975814281537,0,E,407,429
3.77928806527284e-07,0.895685668049507,0.8781372339639013,1,D,374,380
6.295246692146887e-08,0.8538866499649507,0.8452796495168688,1,A,77,81
2.8577959860026297e-08,0.8177732587741473,0.825402795950523,0,C,264,289
1.9624000230778241e-07,0.9198345545006247,1.0,1,D,318,327
4.6482223036487473e-08,0.8661067205133426,0.9389308679121615,0,C,267,282
2.4767863140793256e-09,0.9384633819028997,0.880056686912019,0,E,445,471
1.0482070418549071e-05,0.8688747603793519,0.8941960405623292,1,C,267,269
1.4064677827457346e-06,0.8481186236276567,0.9131291136877054,1,C,266,267
1.1347130157596887e-07,0.8362022854374387,0.8568844344196835,1,A,7,16
3.425084485103333e-09,0.9321149032253089,0.9520960068047983,0,E,458,476
3.6549574014714858e-06,0.8552768679824267,0.8627916741218267,1,C,208,209
4.0882738453375754e-08,0.8368180623779271,0.8527682421198091,1,A,81,90
5.787033688059208e-07,0.8928116460862521,0.8427164626260032,1,B,102,106
1.267928493042515e-08,0.8811747867107402,0.8284076991472653,0,A,5,68
3.965419951851871e-07,0.8231039895479066,0.8311017710418724,1,B,100,107
2.1408687345603223e-07,0.8452845420611936,0.9060295218697059,1,B,100,109
3.2599198300955865e-08,0.9051047401998321,0.843030107493073,0,C,277,299
1.9886547208402965e-09,0.92657908395478,0.8902455861654492,0,E,439,472
5.1483229260843434e-08,0.7823173383273332,0.7709464044198315,1,D,353,363
2.5270214338748703e-09,0.8854646817507459,0.7990432663265961,0,E,404,450
1.6347080961419565e-08,0.8460577241924809,0.8180831994715974,0,A,61,86
9.66183481528166e-08,0.8723769526630369,0.8220112070980958,1,A,12,18
2.2088805347063618e-08,0.917198668645933,0.9054464649344923,0,B,115,162
3.9881933523995564e-07,0.9047802377366898,0.8315867403986152,0,B,157,164
6.502288382862022e-08,0.9069776011418869,0.8174957777024738,1,A,78,82
7.714977262804759e-08,0.8828119286640801,0.8001204485014026,1,B,187,197
3.8051605587497765e-06,0.8325608444701824,0.8811034709085499,1,C,203,208
3.2520388551911356e-09,0.9296937037767188,0.8431958459232466,0,E,473,496
1.2313117505151593e-08,0.9516358916421923,0.8705904327784975,1,E,462,467
4.689023712908709e-08,0.8204612409110669,0.7575627293105134,0,A,60,73
6.465210283227286e-08,0.8582245372306643,0.8064131445714071,1,B,185,194
5.781011804248003e-07,0.8701728883285715,0.8993179526683495,1,D,381,385
1.8078017165475014e-08,0.8729492608159981,0.8862675652056324,0,A,44,81
4.458710335870191e-07,0.8836592159406123,0.9088902506527266,1,D,332,339
3.218744940535297e-07,0.9014590993237626,0.8731340404906899,1,B,142,152
2.451917830054682e-08,0.8865882120020778,0.7854843796353808,0,B,118,150
3.879930115164357e-09,0.8727018653509802,0.8388138164954808,0,E,412,443
2.6872184416492416e-08,0.8278064505308034,0.8396595347520498,0,A,7,38
1.5771178867705375e-08,0.8429801636064653,0.8298683664982237,0,C,211,273
1.380948244683591e-07,0.8208019613329995,0.951686930673985,1,A,23,32
2.1115752118807358e-07,0.919167094874179,0.8327303803454973,0,B,141,157
5.7015139971313406e-08,0.8568936370242606,0.7690206014243418,1,D,341,350
1.6439472877508287e-08,0.845466052996837,0.8039089664011552,0,C,241,289
8.093875946021326e-09,0.9300357534068515,0.8703185280642736,1,E,484,494
3.5958159086087427e-06,0.8896158120650364,0.7949913449612191,0,D,303,304
3.202048286247747e-07,0.8408730094144741,1.0,1,C,200,210
4.4622916277145794e-07,0.926063636676566,0.8845429497376194,1,A,36,37
1.0766568942109236e-06,0.8850069549853611,0.9498134206761359,0,D,335,339
1.3239870422394407e-09,0.8666541037250721,0.9059360528469775,0,E,406,473
1.9678918374227733e-08,0.9029871408437756,0.8749085029319963,0,B,109,168
2.838811435073118e-07,0.8717677224064917,0.9450832898054589,1,A,92,97
2.131014743830398e-08,0.8565664389104616,0.8872840563285753,0,A,30,66
1.5725198755111496e-08,0.8561182370968499,0.8466830783139334,0,A,10,61
1.4643389320233514e-08,0.89783279927489,0.8148487557222361,0,D,326,378
1.1594872362955134e-09,0.9238374024628905,0.8131147761543214,0,E,417,485
2.863687610627832e-07,0.8846303490709535,0.8982580306608148,0,D,369,371
3.645376332248348e-07,0.9034369144341285,0.8353133095489995,1,B,182,185
1.5312575371367087e-08,0.7858531475181822,0.8051587326850456,0,C,209,274
6.05312183402812e-08,0.8447243047684196,0.8385425560822052,0,D,366,377
9.978545130115739e-08,0.9532133252051269,0.887097900635228,1,E,438,439
3.469186563521274e-08,0.816728628339602,0.7827032353913707,0,A,51,75
3.6075023060958493e-07,0.9115025733923368,0.9124125165781398,1,D,357,359
1.4285304093411032e-07,0.8965856582328453,0.8169770660297104,1,E,403,405
1.0521874450889676e-06,0.8651655965233114,0.7753448397267548,0,B,176,179
3.259537300205439e-08,0.8331399448991914,0.7719040664024887,0,A,33,45
2.2920849196375545e-08,0.8031882364571649,0.7562204618047499,0,D,355,387
1.5049180496123624e-08,0.7751522719389468,0.7500528144457992,0,A,51,86
1.7585880338882024e-08,0.9395153904445777,0.8155306816210947,1,E,480,485
2.9783870277592015e-09,0.9320649431986711,0.8016288592444587,0,E,468,493
1.1426246872907605e-08,0.9249907307722223,0.8695831681508477,1,E,426,436
7.214257629696066e-09,0.8625944757906578,0.8753524642078325,0,A,3,90
2.4636603932839635e-07,0.9257975903004606,0.8726676480760488,0,B,142,157
2.5054367350792036e-08,0.934972563926398,0.8729436580769034,1,E,455,458
1.3016763899723538e-07,0.9146161999596365,0.8332765217517352,1,D,370,378
1.451474659862916e-09,0.9213268931592143,0.8640546110309708,0,E,442,489
1.0704334506171583e-06,0.8396631432336512,0.7821963454802057,1,A,58,60
6.401663367238698e-09,0.9426583669447346,0.8004217823618557,1,E,453,463
7.690308153031688e-09,0.9401202091796906,0.8478136123110529,1,E,487,496
2.6254981554562707e-07,0.8357496152053165,0.8540662252413402,1,B,172,182
1.5166267563808014e-08,0.8740793692951507,0.8392369308892212,0,D,335,378
2.9466189624771943e-08,0.8778267896191784,0.8449385261601321,0,C,236,268
9.64841094048754e-08,0.8591048831419966,0.8646262627468335,1,B,119,124
4.0445219356871666e-08,0.7931895424517097,0.8717681020133614,0,C,237,253
1.0850693267068873e-07,0.8598757767919369,0.872288076229478,1,D,391,398
1.717195103981401e-08,0.9387457152554903,0.9042959253549019,1,E,470,473
6.444955887499428e-07,0.8901418218053203,0.8628235783746814,1,A,63,64
1.3775241235468325e-07,0.9035347719770025,0.9312408988249279,1,B,133,140
3.0426395414053358e-09,0.9360686871543638,0.8587135242906041,0,E,435,460
3.204450237948055e-08,0.823959056754979,0.8312830216075937,0,C,262,286
6.887621092127374e-08,0.8426746035328749,0.8009243859404225,0,B,135,171
8.637367965954259e-08,0.8670126726927673,0.8786330456811119,1,D,387,397
1.750332256820651e-07,0.8614500355300253,0.8473201963449398,1,B,166,176
1.0325159830118493e-08,0.853317788545102,0.8924881531883601,0,C,211,296
8.718699107318554e-08,0.8604746291935689,0.919896353387726,1,A,17,27
1.1022915539114265e-06,0.8639814925711315,0.8897792364521223,1,A,23,26
7.716043428978835e-07,0.907154206411839,0.8654409296885736,1,B,148,154
6.551362254234653e-08,0.809082283890359,0.7252837526896827,0,A,51,67
1.1518878116562062e-07,0.8663781409623076,0.9347444192098449,1,A,17,24
8.888880987661344e-07,0.8610288995890326,0.8208139607011835,1,C,253,256
1.0269048031521048e-07,0.8390323437945354,0.826866876081273,1,C,236,245
5.882006594788154e-08,0.8887514844247353,0.7868921671534739,1,C,274,281
3.000083912347028e-08,0.9511398901749404,0.8767381069799726,0,C,265,288
2.828693474571884e-07,0.8387679227568167,0.8603892474845761,1,A,46,56
2.088550358081959e-06,0.8846276489312163,0.8590941351843318,1,D,328,331
6.462953927992741e-08,0.8230114044827275,0.7751033147454207,0,A,39,45
7.224859243666621e-09,0.9315927934931443,0.8772771181060646,0,E,472,482
3.8287756226450636e-07,0.8232388460323712,0.8656747118075323,1,C,260,265
8.874681509867315e-07,0.8738501427515689,0.780883721470818,1,B,180,182
2.076842767010848e-07,0.853511356087458,0.804487817821776,0,C,258,266
6.759405256154084e-08,0.9245357564641217,0.8282217758084198,1,E,401,406
1.7508841658632882e-08,0.8320058166077164,0.7832406283173017,0,D,354,398
2.815505472906236e-08,0.8257299473593429,0.862488466325849,0,A,55,78
1.8226289998026275e-08,0.7873845294809465,0.774582961134155,0,B,100,167
1.5432096383935742e-07,0.9195172720182142,0.8731757486969871,0,B,136,148
2.4814880372052478e-08,0.8156440133046077,0.7402486039582543,0,A,24,51
7.938265632324415e-09,0.927967077338468,1.0,1,E,439,448
1.8911241619270526e-08,0.8710466380105788,0.8879216823701054,0,B,108,169
1.7832559082255194e-08,0.9447294146902607,0.7898445518999904,1,E,463,467
6.435627220412059e-08,0.8576541199467539,0.8178638715933008,1,C,243,250
1.5329476202068925e-08,0.8874294330286501,0.7775519305763153,0,D,344,381
3.9881933523995564e-07,0.8759256060393512,0.8200151929393671,0,D,320,324
1.5645042766506654e-07,0.8521827099073125,0.8361911354504319,1,A,94,99
1.5645042766506654e-07,0.9021530257081286,1.0,1,C,242,246
3.3467090136913865e-06,0.859994820780136,0.9428218681690055,1,A,24,25
2.0357473157144831e-07,0.8625880522971576,0.813512350812417,1,B,168,176
3.614543622300433e-07,0.9101227803621386,0.8117729862967633,1,D,317,319
1.758084110260003e-06,0.8892071870511764,0.9177638968469086,1,A,25,26
7.074302052366092e-09,0.9313250385330275,0.89655085468939,1,E,439,449
2.4443232000387103e-09,0.9591468008756392,0.8472638437798918,0,E,456,483
1.4096816740014988e-08,0.8321042106708354,0.8165332425525024,0,A,31,78
6.406313652732059e-08,0.8655628697660374,0.9229835964722046,0,C,223,237
4.542935074961382e-08,0.7986709816912418,0.835609319581953,0,D,313,339
8.574710725702635e-08,0.8572271260282016,0.7979245850886899,0,B,151,181
5.0413387254820165e-08,0.8933888362707347,0.8267713018876106,0,D,365,380
7.553440021645138e-08,0.8242175951191797,0.794823508036456,1,A,59,68
3.4940478894203726e-06,0.9177729414217088,0.794923167181679,1,C,262,263
1.417721804110937e-09,0.8606575335808151,0.8609277326584599,0,E,408,471
5.9338373574343655e-08,0.834626700078807,0.8163876855056571,1,C,243,251
8.946136208502229e-07,0.8992287662947294,0.8426212378204561,1,D,325,328
1.7088756094064034e-07,0.8400412659164044,0.8581454017869153,1,C,212,217
3.723812151402308e-08,0.8482646735565755,0.8657573712578317,1,E,406,413
1.3709973543726952e-08,0.850463169963668,0.8718551947679489,0,A,19,74
4.907300841734591e-08,0.8581445780016713,0.797025569799037,1,D,310,317
1.318982626492742e-07,0.8898243265643113,0.8400126298684545,1,A,18,26
1.6937640688277967e-06,0.9280091674663618,0.8257762639747663,1,D,321,322
4.9268847834690794e-08,0.8777425946080406,0.8275961528464942,0,B,144,186
3.393119994533005e-08,0.911275486979483,0.834085022902073,0,B,156,194
3.760996071225894e-08,0.8407062228477502,0.9093220750234959,0,C,202,234
1.7097173202964423e-08,0.8268583375817886,0.7820350026478338,0,C,212,265
1.4566215905404662e-07,0.8672323233399739,0.8348269835345541,1,D,367,370
9.578452313675156e-06,0.9361118813745997,0.8259173598980911,1,B,165,166
8.979401172894768e-09,0.9529823622305438,0.8361536599147049,0,E,467,473
1.2980573105542793e-08,0.8499128718618096,0.7649524635022,0,A,5,67
9.550550154666384e-08,0.8916262443320289,0.793519322518103,1,B,118,123
2.594114405789171e-08,0.9491619789911434,0.8778321331717392,0,E,482,485
6.636668482680386e-08,0.8448717468724188,0.8236221383262174,1,D,358,365
1.392928361791858e-08,0.7965375125204242,0.7652277929111491,0,D,348,398
2.8129387305376284e-07,0.8345750673269825,0.792104954466955,1,B,179,184
1.3133683827575745e-06,0.8693606196776695,0.8537819970710225,0,A,94,96
1.0640787137331381e-07,0.813943714079594,0.8163876855056571,1,C,248,253
8.032902124469658e-08,0.8543914015211147,0.8695943908077708,1,C,228,236
2.9304543690012315e-08,0.8780410599215921,0.816294413501313,0,B,154,199
1.1261063419087387e-09,0.885501007333729,0.8598949867339212,0,E,406,483
4.266937930134012e-07,0.9109099353031573,0.8249006412763034,1,B,138,141
3.57114286724511e-09,0.9471376802794742,0.8730618384365589,0,E,430,453
3.922306790207302e-08,0.8832999780662087,0.8670878506457611,1,D,309,319
1.6366343981827728e-08,0.8134500995061569,0.8686553318646911,0,A,6,50
1.41218982486163e-07,0.8688207197778293,0.8006273355105824,1,B,121,125
1.528939748627933e-08,0.9308483180444282,0.9840640243423534,1,E,480,486
3.5072939438503285e-07,0.7926355083882771,0.8619445737717549,0,B,100,108
1.1065521041470021e-08,0.8280814142062487,0.8298315344439475,0,D,312,382
5.544463548201626e-07,0.8442087498386017,0.8896624905569168,1,C,203,211
1.1888625925692997e-07,0.8594741803979253,0.9424346330410895,1,D,386,395
3.187718257092091e-08,0.850509548172431,0.8220192359095266,0,B,157,196
9.011443722497636e-08,0.8523476706668641,0.8077011268874432,1,A,85,94
